INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID,Year
201674971,2/4/2016,2/5/2016,2/5/2016,2394 S BROADWAY ST,3144328,1670502,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale,2016
2016100418,2/16/2016,2/16/2016,2/16/2016,983 S VINE ST,3151044,1679826,3,312,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",washington-park,2016
2016553502,8/30/2016,8/30/2016,8/30/2016,330 S DAYTON ST,3175842,1683494,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",windsor,2016
2015229394,4/27/2015,4/27/2015,4/27/2015,20731 E 48TH PL,3212140,1710884,5,523,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch,2015
201990868,2/9/2019,,2/9/2019,1350 S SHERIDAN BLVD,3125828,1677226,4,421,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"INDUSTRY",mar-lee,2019
2015395504,7/13/2015,7/13/2015,7/13/2015,E ELK PL / N CRYSTAL ST,3188411,1709742,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello,2015
2018296656,5/3/2018,,5/3/2018,1201 20TH ST,3142928,1699409,6,612,3532,DRUG - COCAINE POSSESS,Drug Offenses,"INDUSTRY",five-points,2018
201632070,1/16/2016,1/16/2016,1/16/2016,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley,2016
2018296656,5/3/2018,,5/3/2018,1201 20TH ST,3142928,1699409,6,612,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",five-points,2018
2018134462,2/26/2018,2/26/2018,2/26/2018,2420 S COLORADO BLVD,3157568,1670426,3,314,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills,2018
2016193931,3/29/2016,3/29/2016,3/29/2016,1406 W 38TH AVE,3139631,1705430,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",highland,2016
2016487624,8/2/2016,8/2/2016,8/2/2016,2042 S BANNOCK ST,3143656,1672758,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2016
2016415402,7/2/2016,,7/2/2016,550 N ALTON WAY,3174900,1689147,3,321,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",lowry-field,2016
2018294406,5/1/2018,,5/2/2018,1500 E COLFAX AVE,3149211,1694820,6,622,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",cheesman-park,2018
2016666072,10/17/2016,10/17/2016,10/17/2016,5000 E 41ST AVE,3160305,1706930,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2016
2016476703,7/22/2016,7/22/2016,7/28/2016,1075 S JASON ST,3140907,1679196,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park,2016
2016794394,12/13/2016,12/13/2016,12/13/2016,1135 S JASON ST,3140880,1678789,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill,2016
2018286628,4/29/2018,,4/29/2018,2777 S COLORADO BLVD,3157354,1667895,3,314,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",wellshire,2018
2015470998,8/17/2015,8/17/2015,8/17/2015,1995 N QUINCE ST,3167995,1697602,2,223,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",east-colfax,2015
2015637687,10/31/2015,10/31/2015,10/31/2015,884 S IVY ST,3163121,1680528,3,322,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",washington-virginia-vale,2015
2018244597,4/12/2018,,4/12/2018,745 E 6TH AVE,3146859,1689682,3,311,2399,THEFT - OTHER,Larceny,"INDUSTRY",speer,2018
2016639543,10/5/2016,10/5/2016,10/5/2016,1454 N SYRACUSE ST,3169185,1694813,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"NON-INDUSTRY",east-colfax,2016
2015351236,6/24/2015,6/24/2015,6/24/2015,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2015
2016630926,10/2/2016,10/2/2016,10/2/2016,1115 S BANNOCK ST,3143433,1678882,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2016
2015683975,11/22/2015,11/22/2015,11/22/2015,2001 S PLATTE RIVER DR,3140363,1673072,4,422,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",college-view-south-platte,2015
2015165794,3/25/2015,3/25/2015,3/26/2015,734 N SHERIDAN BLVD,3125934,1690577,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park,2015
2016606162,9/21/2016,,9/21/2016,2675 W 38TH AVE,3134819,1705508,1,111,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",sunnyside,2016
2016527465,8/19/2016,8/19/2016,8/19/2016,1100 N YUMA CT,3136556,1692610,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2016
2018285956,4/29/2018,,4/29/2018,2042 ARAPAHOE ST,3143416,1699249,6,611,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",five-points,2018
2016648048,10/8/2016,10/9/2016,10/9/2016,324 S LEYDEN ST,3164614,1684229,3,322,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",washington-virginia-vale,2016
2019188098,3/25/2019,,3/26/2019,1930 E 40TH AVE,3150712,1706726,2,211,3572,DRUG - METHAMPETAMINE POSSESS,Drug Offenses,"INDUSTRY",cole,2019
2015549237,9/21/2015,9/21/2015,9/21/2015,1550 N BROADWAY ST,3144340,1695281,6,621,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",north-capitol-hill,2015
2016148661,3/8/2016,3/8/2016,3/8/2016,816 S UMATILLA WAY,3137365,1680931,4,412,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",athmar-park,2016
2019170676,3/18/2019,3/18/2019,3/18/2019,4975 N VASQUEZ BLVD,3155551,1711955,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2019
2016506158,8/9/2016,8/10/2016,8/10/2016,3925 N ONEIDA ST,3166405,1706487,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2016
2018520245,8/1/2018,8/1/2018,8/1/2018,1911 S BROADWAY ST,3144086,1673620,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2018
2016571223,9/5/2016,9/5/2016,9/6/2016,5231 N MONROE ST,3155803,1714030,2,212,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",elyria-swansea,2016
20165003234,8/14/2016,8/15/2016,8/15/2016,2777 S COLORADO BLVD,3157354,1667895,3,314,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",wellshire,2016
2018390690,6/11/2018,6/11/2018,6/11/2018,1235 S HURON ST,3141500,1678141,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill,2018
2018272817,4/24/2018,4/24/2018,4/24/2018,2645 S SANTA FE DR,3141742,1668660,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2018
2018256568,4/17/2018,4/17/2018,4/17/2018,4095 N JACKSON ST,3156492,1707156,2,212,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",elyria-swansea,2018
2018220493,4/3/2018,4/3/2018,4/3/2018,2383 S DOWNING ST,3148170,1670597,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale,2018
2018221544,4/3/2018,,4/3/2018,403 16TH ST,3143515,1696108,6,611,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",cbd,2018
2015513377,9/4/2015,9/5/2015,9/5/2015,970 N LINCOLN ST,3144639,1691795,6,623,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",capitol-hill,2015
2018263560,4/20/2018,,4/20/2018,4125 N ELATI ST,3142276,1706985,1,112,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",globeville,2018
2015320168,6/9/2015,,6/9/2015,2568 S BROADWAY ST,3144350,1669345,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",rosedale,2015
2018260572,4/18/2018,4/18/2018,4/18/2018,11100 E 51ST AVE,3180335,1713149,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2018
2015557911,9/25/2015,,9/30/2015,105 E 7TH AVE,3144669,1690249,6,623,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",capitol-hill,2015
2016171027,3/18/2016,3/18/2016,3/18/2016,2420 S COLORADO BLVD,3157568,1670426,3,314,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills,2016
2015497371,8/28/2015,8/29/2015,8/29/2015,3814 WALNUT ST,3148591,1705976,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole,2015
2016496274,8/5/2016,8/5/2016,8/5/2016,2101 15TH ST,3138734,1700098,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",union-station,2016
20196002590,3/23/2019,3/24/2019,3/25/2019,4825 N OAKLAND ST,3182330,1711364,5,511,2999,CRIMINAL MISCHIEF - GRAFFITI,Criminal Mischief-Graffiti,"INDUSTRY",montbello,2019
201577748,2/9/2015,2/9/2015,2/9/2015,1994 S CHEROKEE ST,3143266,1673126,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2015
2016614701,9/25/2016,,9/25/2016,1568 S FEDERAL BLVD,3133861,1675958,4,422,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",ruby-hill,2016
2018488459,7/19/2018,7/19/2018,7/19/2018,10625 E 51ST AVE,3178574,1713537,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2018
2015280757,5/22/2015,5/22/2015,5/22/2015,3995 E 50TH AVE,3156921,1712528,2,212,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",elyria-swansea,2015
2018272817,4/24/2018,4/24/2018,4/24/2018,2645 S SANTA FE DR,3141742,1668660,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland,2018
2019132684,2/28/2019,,2/28/2019,4801 W COLFAX AVE,3126829,1694981,1,121,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",west-colfax,2019
2015517042,9/6/2015,,9/6/2015,W CEDAR AVE / S RALEIGH ST,3128825,1685050,4,411,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",barnum-west,2015
2016339678,5/31/2016,,5/31/2016,1173 S BANNOCK ST,3143383,1678545,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland,2016
2018262861,4/19/2018,,4/19/2018,4125 N ELATI ST,3142276,1706985,1,112,2399,THEFT - OTHER,Larceny,"INDUSTRY",globeville,2018
2018380186,6/6/2018,,6/6/2018,2222 LAWRENCE ST,3143852,1700184,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",five-points,2018
2018238910,4/10/2018,,4/10/2018,3954 N WILLIAMS ST,3150221,1706661,2,211,2399,THEFT - OTHER,Larceny,"INDUSTRY",cole,2018
2019115692,2/20/2019,2/21/2019,2/21/2019,70 N BROADWAY ST,3144286,1686769,3,311,2999,CRIMINAL MISCHIEF - GRAFFITI,Criminal Mischief-Graffiti,"INDUSTRY",speer,2019
2018355278,5/27/2018,5/27/2018,5/27/2018,2568 S BROADWAY ST,3144350,1669345,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale,2018
2015288724,5/26/2015,5/26/2015,5/26/2015,1250 5TH ST,3137727,1695300,1,123,3560,DRUG - MARIJUANA SELL,Drug Offenses,"NON-INDUSTRY",auraria,2015
2015288724,5/26/2015,5/26/2015,5/26/2015,1250 5TH ST,3137727,1695300,1,123,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",auraria,2015
2019183742,3/23/2019,,3/24/2019,1930 E 40TH AVE,3150712,1706726,2,211,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",cole,2019
2018364929,5/31/2018,5/31/2018,5/31/2018,658 N KALAMATH ST,3140708,1690006,1,123,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"INDUSTRY",lincoln-park,2018
2016505750,8/10/2016,8/10/2016,8/10/2016,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2016
2015756859,12/30/2015,12/30/2015,12/31/2015,4125 N ELATI ST,3142294,1706924,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2015
2016306929,5/17/2016,5/17/2016,5/17/2016,985 S LOGAN ST,3145350,1679861,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west,2016
2019146171,3/7/2019,3/7/2019,3/7/2019,5475 N PEORIA ST,3183035,1715021,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2019
2015515030,9/5/2015,9/5/2015,9/6/2015,5109 W ALAMEDA AVE,3125923,1684436,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",barnum-west,2015
2018389043,6/10/2018,6/10/2018,6/10/2018,1136 N YUMA CT,3136560,1692717,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2018
2018324352,5/14/2018,5/14/2018,5/14/2018,2645 S SANTA FE DR,3141742,1668660,3,313,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",overland,2018
2018342940,5/21/2018,,5/22/2018,1568 S FEDERAL BLVD,3133861,1675958,4,422,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",ruby-hill,2018
201635368,1/17/2016,,1/17/2016,2426 S FEDERAL BLVD,3133762,1670216,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte,2016
2018336741,5/19/2018,,5/19/2018,3480 S GALENA ST,3177845,1663780,3,323,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",hampden,2018
2015461024,8/13/2015,8/13/2015,8/13/2015,1205 W EVANS AVE,3140054,1672604,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte,2015
2019143157,3/5/2019,3/5/2019,3/5/2019,5201 W 48TH AVE,3125451,1710769,1,111,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",regis,2019
2018333327,5/18/2018,5/18/2018,5/18/2018,5109 W ALAMEDA AVE,3125931,1684434,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",barnum-west,2018
2016212603,4/6/2016,,4/6/2016,2028 E COLFAX AVE,3151143,1694813,6,622,2506,FORGERY - POSS OF FORGED INST,All Other Crimes,"INDUSTRY",cheesman-park,2016
2018331819,1/4/2018,5/5/2018,5/17/2018,1755 S BROADWAY ST,3144171,1674691,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland,2018
2015203620,4/13/2015,4/13/2015,4/14/2015,3937 N MARIPOSA ST,3139604,1706193,1,112,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sunnyside,2015
2018372451,6/3/2018,6/3/2018,6/3/2018,735 W BAYAUD AVE,3141364,1685836,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker,2018
2016215438,4/7/2016,,4/7/2016,970 S ONEIDA ST,3166714,1679991,3,322,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",washington-virginia-vale,2016
2015245639,5/4/2015,5/4/2015,5/4/2015,2193 W EVANS AVE,3137109,1672567,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte,2015
2019146802,3/7/2019,,3/7/2019,1941 W EVANS AVE,3137812,1672569,4,422,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",college-view-south-platte,2019
2016539463,8/24/2016,8/24/2016,8/24/2016,990 W 6TH AVE,3140766,1689518,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker,2016
2018355289,5/27/2018,5/27/2018,5/27/2018,2020 S BROADWAY ST,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park,2018
2015420426,7/25/2015,,7/25/2015,4620 N PEORIA ST,3183815,1709739,5,521,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",montbello,2015
2019225791,4/9/2019,,4/16/2019,4414 N VINE ST,3151174,1708722,2,212,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,"INDUSTRY",elyria-swansea,2019
2015311507,6/5/2015,6/5/2015,6/5/2015,5101 E COLFAX AVE,3160761,1695051,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",south-park-hill,2015
2015680760,11/21/2015,11/21/2015,11/21/2015,2675 W 38TH AVE,3134819,1705508,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside,2015
2016312860,5/19/2016,5/19/2016,5/19/2016,1810 S BROADWAY ST,3144328,1674322,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park,2016
2018355169,5/27/2018,5/27/2018,5/27/2018,1403 S CHEROKEE ST,3143143,1676943,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",overland,2018
2018389174,6/10/2018,6/10/2018,6/10/2018,1136 N YUMA CT,3136560,1692717,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2018
20185001625,4/3/2018,,4/3/2018,1676 N TAMARAC ST,3170170,1696220,2,223,3563,DRUG - MARIJUANA CULTIVATION,Drug Offenses,"INDUSTRY",east-colfax,2018
2015355312,6/24/2015,6/25/2015,6/25/2015,3170 W 14TH AVE,3132531,1694213,1,122,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",west-colfax,2015
2015255912,5/10/2015,5/10/2015,5/10/2015,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2015
2016343628,6/2/2016,6/2/2016,6/2/2016,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2016
2015528590,9/11/2015,9/12/2015,9/12/2015,3642 N HIGH ST,3150571,1704982,2,211,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cole,2015
2018387355,6/8/2018,6/8/2018,6/9/2018,4840 N JACKSON ST,3156669,1711165,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2018
2016802332,12/17/2016,12/17/2016,12/17/2016,4 S SANTA FE DR,3141148,1686225,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker,2016
2018386742,6/9/2018,6/9/2018,6/9/2018,7800 E 26TH AVE,3169558,1700270,5,512,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",stapleton,2018
20156009034,9/21/2015,9/21/2015,9/21/2015,2361 S WOLFF ST,3127159,1671175,4,421,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",harvey-park,2015
2016435651,7/9/2016,7/10/2016,7/10/2016,1255 W VIRGINIA AVE,3139724,1683088,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park,2016
20168307,1/4/2016,1/4/2016,1/5/2016,777 N CANOSA CT,3134946,1690779,1,122,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",sun-valley,2016
2019134945,3/1/2019,,3/5/2019,1500 E COLFAX AVE,3149211,1694820,6,622,4104,LIQUOR - POSSESSION,All Other Crimes,"INDUSTRY",cheesman-park,2019
2018318971,5/12/2018,5/12/2018,5/12/2018,3450 N BRIGHTON BLVD,3146496,1705787,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points,2018
2016495157,8/5/2016,8/5/2016,8/5/2016,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2016
2016294990,5/11/2016,5/11/2016,5/11/2016,1550 N BROADWAY ST,3144340,1695281,6,621,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",north-capitol-hill,2016
2015321182,6/10/2015,6/10/2015,6/10/2015,3954 N WILLIAMS ST,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole,2015
201549561,1/26/2015,1/26/2015,1/26/2015,4615 E COLFAX AVE,3159365,1695079,2,222,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",south-park-hill,2015
2015405123,7/17/2015,7/18/2015,7/18/2015,1240 S BANNOCK ST,3143559,1678125,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2015
2018355310,5/27/2018,5/27/2018,5/27/2018,260 N BROADWAY ST,3144270,1687727,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer,2018
2019183340,3/22/2019,,3/23/2019,2949 W ALAMEDA AVE,3133738,1684368,4,411,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",valverde,2019
2018363767,5/30/2018,,5/30/2018,2028 E COLFAX AVE,3151143,1694813,6,622,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",cheesman-park,2018
2019236116,4/16/2019,4/16/2019,4/16/2019,755 S FEDERAL BLVD,3133515,1681258,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",westwood,2019
2018363834,5/30/2018,,5/30/2018,5550 N MALTA ST,3212926,1715857,5,523,3560,DRUG - MARIJUANA SELL,Drug Offenses,"NON-INDUSTRY",gateway-green-valley-ranch,2018
2015517653,9/7/2015,9/7/2015,9/7/2015,5231 N MONROE ST,3155803,1714030,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2015
2016378931,6/16/2016,6/16/2016,6/16/2016,1550 N BROADWAY ST,3144340,1695281,6,621,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",north-capitol-hill,2016
2016238291,4/17/2016,,4/17/2016,5227 N MONROE ST,3155817,1714011,2,212,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",elyria-swansea,2016
2016575378,9/8/2016,9/8/2016,9/8/2016,505 N BRYANT ST,3135352,1688992,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde,2016
2015413907,7/22/2015,7/22/2015,7/22/2015,4990 N HOOKER ST,3132533,1711997,1,111,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",regis,2015
2019171646,3/18/2019,,3/18/2019,1736 N DOWNING ST,3148182,1696333,6,622,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"INDUSTRY",city-park-west,2019
2016754728,11/25/2016,11/26/2016,11/26/2016,4750 N NOME ST,3182025,1710903,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2016
2015515456,9/6/2015,9/6/2015,9/6/2015,762 N KALAMATH ST,3140710,1690636,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2015
2015467857,8/16/2015,8/16/2015,8/16/2015,1798 W MISSISSIPPI AVE,3138325,1678939,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill,2015
2018446677,7/3/2018,,7/3/2018,W 38TH AVE / N WINONA CT,3127215,1705438,1,111,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",west-highland,2018
2019200835,3/31/2019,3/31/2019,3/31/2019,4620 N PEORIA ST,3183815,1709739,5,521,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"INDUSTRY",montbello,2019
2016608985,9/9/2016,9/9/2016,9/22/2016,1798 W MISSISSIPPI AVE,3138325,1678939,4,422,2399,THEFT - OTHER,Larceny,"INDUSTRY",ruby-hill,2016
2016489909,8/3/2016,8/3/2016,8/3/2016,4690 N BRIGHTON BLVD,3149975,1710084,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2016
2018473453,7/12/2018,7/12/2018,7/13/2018,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2018
201577760,2/9/2015,2/9/2015,2/9/2015,970 S ONEIDA ST,3166714,1679991,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale,2015
2016590245,9/14/2016,9/14/2016,9/14/2016,E 1ST AVE / N BROADWAY ST,3144170,1686948,3,311,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",baker,2016
2016470113,7/24/2016,7/24/2016,7/25/2016,3996 E EVANS AVE,3157232,1672185,3,314,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",university-park,2016
2018505497,7/26/2018,7/26/2018,7/26/2018,1568 S FEDERAL BLVD,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill,2018
2015416560,7/23/2015,,7/23/2015,1620 MARKET ST,3141254,1698471,6,612,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",union-station,2015
2016453323,7/18/2016,7/18/2016,7/18/2016,219 N VALLEJO ST,3136853,1687732,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde,2016
201550789,1/26/2015,,1/27/2015,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2015
2016198150,3/31/2016,3/31/2016,3/31/2016,1270 W CEDAR AVE,3139673,1684892,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde,2016
2016492297,8/4/2016,8/4/2016,8/4/2016,2191 S JASON ST,3140840,1671793,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte,2016
2018462535,7/9/2018,7/9/2018,7/9/2018,120 S KALAMATH ST,3140719,1685494,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker,2018
2016364813,6/10/2016,6/10/2016,6/10/2016,4495 N WASHINGTON ST,3146216,1708700,1,112,2399,THEFT - OTHER,Larceny,"INDUSTRY",globeville,2016
